time,quarter,team,player,play,distance,result,assist,points,rebounds,assists,steals,blocks,turnovers,fouls
09:38,2,KNICKS,Shamet,MISS Shamet 17' Pullup Jump Shot,17,Pullup Jump Shot,NA,0,0,0,0,0,0,0
09:35,2,SPURS,Vassell,Vassell REBOUND (Off:1 Def:2),NA,REBOUND,NA,0,1,0,0,0,0,0
09:33,2,SPURS,Vassell,MISS Vassell 27' 3PT Running Jump Shot,27,3PT Running Jump Shot,NA,0,0,0,0,0,0,0
09:31,2,KNICKS,Alvarado,Alvarado REBOUND (Off:0 Def:3),NA,REBOUND,NA,0,1,0,0,0,0,0
09:19,2,KNICKS,Alvarado,Alvarado 3' Driving Finger Roll Layup (4 PTS),3,Driving Finger Roll Layup,NA,2,0,0,0,0,0,0
09:07,2,SPURS,Castle Bad Pass Turnover,Castle Bad Pass Turnover (P2.T4),NA,TURNOVER,NA,0,0,0,0,0,1,0
09:07,2,KNICKS,Anunoby,Anunoby STEAL (1 STL),NA,STEAL,NA,0,0,0,1,0,0,0
09:02,2,KNICKS,McBride,MISS McBride 25' 3PT Running Jump Shot,25,3PT Running Jump Shot,NA,0,0,0,0,0,0,0
09:00,2,SPURS,Vassell,Vassell REBOUND (Off:1 Def:3),NA,REBOUND,NA,0,1,0,0,0,0,0
08:47,2,SPURS,Wembanyama,MISS Wembanyama 3' Driving Floating Bank Jump Shot,3,Driving Floating Bank Jump Shot,NA,0,0,0,0,0,0,0
08:44,2,KNICKS,Alvarado,Alvarado REBOUND (Off:0 Def:4),NA,REBOUND,NA,0,1,0,0,0,0,0
08:40,2,KNICKS,Shamet,MISS Shamet 24' 3PT Running Jump Shot,24,3PT Running Jump Shot,NA,0,0,0,0,0,0,0
08:36,2,SPURS,Harper,Harper REBOUND (Off:0 Def:3),NA,REBOUND,NA,0,1,0,0,0,0,0
08:28,2,SPURS,Harper,MISS Harper 26' 3PT Jump Shot,26,3PT Jump Shot,NA,0,0,0,0,0,0,0
08:25,2,KNICKS,Towns,Towns REBOUND (Off:1 Def:3),NA,REBOUND,NA,0,1,0,0,0,0,0
08:03,2,KNICKS,Towns OFF,Towns OFF.Foul (P1) (S.Foster),NA,FOUL,NA,0,0,0,0,0,0,1
08:03,2,KNICKS,Towns Offensive Foul Turnover,Towns Offensive Foul Turnover (P2.T6),NA,TURNOVER,NA,0,0,0,0,0,1,1
08:03,2,SPURS,SPURS Timeout,SPURS Timeout: Regular (Full 2 Short 0),NA,TIMEOUT,NA,0,0,0,0,0,0,0
08:03,2,SPURS,Instant Replay,Instant Replay2nd Period (9:23 PM EST),NA,Instant Replay2nd Period (9:23 PM EST),NA,0,0,0,0,0,0,0
08:03,2,SPURS,Kornet,SUB: Kornet FOR Wembanyama,NA,SUB,NA,0,0,0,0,0,0,0
08:03,2,SPURS,Bryant,SUB: Bryant FOR Barnes,NA,SUB,NA,0,0,0,0,0,0,0
08:03,2,KNICKS,Hart,SUB: Hart FOR McBride,NA,SUB,NA,0,0,0,0,0,0,0
08:03,2,KNICKS,Brunson,SUB: Brunson FOR Alvarado,NA,SUB,NA,0,0,0,0,0,0,0
08:03,2,KNICKS,Clarkson,SUB: Clarkson FOR Anunoby,NA,SUB,NA,0,0,0,0,0,0,0
08:03,2,KNICKS,Robinson,SUB: Robinson FOR Towns,NA,SUB,NA,0,0,0,0,0,0,0
08:03,2,KNICKS,Bridges,SUB: Bridges FOR Shamet,NA,SUB,NA,0,0,0,0,0,0,0
07:44,2,KNICKS,Hart,Hart P.FOUL (P3.T4) (S.Wright),NA,FOUL,NA,0,0,0,0,0,0,1
07:36,2,SPURS,Vassell,MISS Vassell 13' Pullup Jump Shot,13,Pullup Jump Shot,NA,0,0,0,0,0,0,0
07:35,2,KNICKS,Brunson,Brunson REBOUND (Off:0 Def:2),NA,REBOUND,NA,0,1,0,0,0,0,0
07:26,2,KNICKS,Robinson,Robinson 2' Alley Oop Dunk (2 PTS) (Hart 3 AST),2,Alley Oop Dunk,Hart,2,0,1,0,0,0,0
07:26,2,SPURS,Kornet,Kornet S.FOUL (P1.T2) (S.Wright),NA,FOUL,NA,0,0,0,0,0,0,1
07:26,2,SPURS,Fox,SUB: Fox FOR Castle,NA,SUB,NA,0,0,0,0,0,0,0
07:26,2,KNICKS,Shamet,SUB: Shamet FOR Hart,NA,SUB,NA,0,0,0,0,0,0,0
07:26,2,KNICKS,Robinson Free Throw,MISS Robinson Free Throw 1 of 1,NA,Free Throw 1 of 1,NA,0,0,0,0,0,0,0
07:23,2,SPURS,Harper,Harper REBOUND (Off:0 Def:4),NA,REBOUND,NA,0,1,0,0,0,0,0
